colorIdentity,types,convertedManaCost,rarity,flavorText,sentiment,intensity
Green,Creature,2.0,rare,The distinction of bearing the gods' banner is nothing compared to the glory of being closer to Nyx.,0.5423,0.5423
Green,Creature,5.0,common,The dogs of war are nothing compared to the cats.,-0.5994,0.5994
Black,Sorcery,2.0,uncommon,The dragon had a lot of things going through his mind that day. He didn't expect a sword to be one of them.,0.0,0.0
Black,Creature,3.0,common,The dragon who eats the last head in the basket is entitled to the servant's.,0.2732,0.2732
Red,Creature,6.0,rare,The dragons perching in Freejam's towers symbolize the zone's fierce independence.,0.0,0.0
Green,Sorcery,1.0,common,The drake flew true. The arrow flew truer.,0.6486,0.6486
Black,Enchantment,3.0,common,"The dread gases didn't kill Farbid. But as he lay in the muck, miserable and helpless, watching ghouls and rats advance on him, he wished they had.",-0.8373,0.8373
Blue,Enchantment,3.0,common,The dreams of giants are as long as time and as deep as the earth. Thus they are prized by the dream-harvesting fae.,0.7269,0.7269
Green,Instant,2.0,common,The drive to hunt and feed is raw instinct for dinosaurs. The trick is simply to channel it in the right direction.,-0.0516,0.0516
Green,Instant,2.0,common,"The druid knew only one spell, a charm to encourage rapid plant growth. When airborne Eternals invaded her arboretum, she had to get creative.",0.8885,0.8885
Green,Creature,1.0,common,The druids and the forest are in perfect harmony. They sing the same songs.,0.7506,0.7506
Green,Creature,3.0,common,The druids found a haven in the cool limestone tunnels beneath Argoth. The invaders found only tigers.,0.3182,0.3182
Green,Creature,3.0,uncommon,The druids of Mazar treat each seedcone with respect for the warrior it will become.,0.7003,0.7003
White,Creature,4.0,common,The drums of war stir the hearts of all who fight for righteousness.,-0.7579,0.7579
Blue,Instant,2.0,common,"The dry riverbed became a raging torrent, and the Cho-Arrim claimed their prize.",-0.0258,0.0258
Green,Instant,4.0,uncommon,The dryads need neither size nor strength to defeat their enemies in battle.,-0.2767,0.2767
Green,Instant,2.0,uncommon,"The dryads of the forest have no stake in Ixalan's conflict, but they hate to see any living being suffer.",-0.9194,0.9194
White,Enchantment,1.0,common,The duty: to defend. The reason: to survive.,0.0,0.0
Green,Sorcery,5.0,uncommon,The dying ask for water because they know it contains life.,0.0,0.0
White,Creature,2.0,common,The earliest mystics believed that the falcon slit the sky to let the light break through.,0.0,0.0
Black,Sorcery,1.0,common,The earth cannot hold that which magic commands.,0.0,0.0
Green,Creature,11.0,rare,"The earth shook in support of their cause, offering a champion of its own.",0.7351,0.7351
Green,Creature,12.0,rare,"The earth walks, strongest of all.",0.4404,0.4404
Green,Creature,3.0,rare,"The earth's memory is long, its retribution brief.",0.0,0.0
Black,Enchantment,1.0,rare,The eclipse made it clear whose side the sky was on.,0.3818,0.3818
Red,Creature,2.0,common,"The efreet are drawn to the Kaisham Wanderers, a loosely organized Jeskai school where trickery is employed to challenge the status quo and upend the belief systems of others.",-0.2023,0.2023
Green,Creature,2.0,uncommon,The elder who carries the ancestral mantle of Jacques le Vert is tasked with his ancient mission: to protect the creatures of Pendelhaven.,0.3818,0.3818
Green,Instant,2.0,common,"The elf's blade carved deep into the Eldrazi drone's fleshy lattices. Without a sound, the drone lost equilibrium and tumbled from the sky.",-0.3182,0.3182
White,Creature,6.0,uncommon,"The elite guard of the Mesa High Priests, the Ivory Guardians were created to protect the innocent and faithful.",0.836,0.836
White,Creature,6.0,uncommon,"The elite guard of the Mesa High Priests, the Ivory Guardians, were created to protect the innocent and faithful. Some say their actions are above the law.",0.836,0.836
Green,Creature,6.0,uncommon,"The elk is Gaea's favorite, who wears the forest on its brow.",0.4588,0.4588
Green,Creature,1.0,common,The elves alone preserve the few shreds of beauty left. There is no one else who cares.,0.5574,0.5574
Green,Creature,4.0,common,"The elves and merfolk have nothing but bitterness for each other. The trolls, however, find them both rather tasty.",0.438,0.438
Green,Creature,4.0,common,"The elves arriving in Wirewood had no homes, let alone weapons, but they knew that the forest would always provide.",-0.4678,0.4678
Red,Creature,5.0,uncommon,"The elves had devised countless strategies to combat Memnarch's war machines, but they had no idea what to do when one was thrown at them.",-0.714,0.714
Black,Instant,3.0,uncommon,"The elves had the edge in guile, skill, and valor. But in the end, only sheer numbers mattered.",0.0,0.0
Green,Enchantment,4.0,rare,The elves learned long ago that anything left here slowly vanishes. Now it is a sacred site where the dead are laid to rest and where unnatural magic is erased forever.,-0.6486,0.6486
Green,Sorcery,3.0,uncommon,"The elves long ago mastered the art of hunting with nets. They call it ""fishing the sky.""",0.0,0.0
Green,Creature,2.0,common,"The elves of Argoth were trained to ride these creatures, even when their mounts traveled upside-down.",0.0,0.0
Green,Instant,1.0,common,The elves of Llanowar don't trust in alchemy. They rely instead on pure herbs harvested from the forest's sacred heart.,-0.4023,0.4023
Green,Creature,4.0,uncommon,The elves remember every secret path from the days when they ruled the realm.,0.0,0.0
Green,Creature,2.0,common,"The elves thought of the myr as minor threats, just as the myr thought of the elves.",-0.4215,0.4215
Green,Creature,2.0,rare,"The elves' battle cries cut paths through the Æther, guiding those who would stand in Gaea's defense.",-0.7096,0.7096
Green,Creature,4.0,common,The elvish scout was scrupulous about the truth. She told the traders that gold lay nearby.,0.3182,0.3182
White,Creature,3.0,common,The empathetic nature of the thoughtweft allows kithkin healers to treat the cause of an illness rather than fight its symptoms.,0.0258,0.0258
Green,Creature,1.0,common,The end of one life is merely the beginning of thousands more.,0.0,0.0
Red,Sorcery,7.0,rare,The end of the world rarely comes quietly.,0.0,0.0
Red,Creature,6.0,common,The endless expanse of desert surrounding Naktamun sometimes yields threats that the gods themselves must answer.,-0.4215,0.4215
Red,Creature,3.0,uncommon,"The enemies' shields are the first to shatter, and their battle line is never far behind.",-0.7003,0.7003
Black,Sorcery,5.0,rare,The enforcers make no effort to distinguish gold from flesh.,-0.296,0.296
Red,Sorcery,1.0,common,The enormous can still be at the mercy of the small.,0.3612,0.3612
White,Creature,1.0,common,"The enthusiasm of the young, sharpened by the discipline of a soldier.",0.4404,0.4404
Blue,Sorcery,6.0,uncommon,"The envoy spoke, and Sidisi replied.",0.0,0.0
Red,Creature,4.0,common,The epidemic insanity had a lasting effect on certain barbarians—but no one noticed.,-0.5859,0.5859
Red,Creature,3.0,uncommon,The erupting flames work as both barrier and weapon.,-0.4019,0.4019
Green,Enchantment,2.0,rare,The essence of nature is change.,0.0,0.0
White,Sorcery,3.0,common,The ethereal touch brings relief. The physical touch brings peace.,0.765,0.765
Green,Sorcery,7.0,rare,The evil inside the mountain pulsed at Nissa in a shock wave of madness.,-0.872,0.872
Blue,Creature,3.0,common,The evincar has many ways of keeping track of his subjects.,0.0,0.0
Red,Creature,1.0,common,The evisceration of one mogg always cheers up the rest.,0.4767,0.4767
Green,Creature,4.0,mythic,The executioner's tree in Thraben Cathedral holds the power to absolve more than the souls of the hanged.,0.296,0.296
Black,Enchantment,2.0,rare,The experiments decided to perform some research of their own.,0.0,0.0
Blue,Instant,3.0,common,The fae are so quick and their life spans so short that it's difficult to get retribution for their pranks.,-0.3612,0.3612
Blue,Creature,3.0,common,The fae know when they're not wanted. That's precisely why they show up.,0.0,0.0
Blue,Creature,4.0,common,The fae raised the turtle from a tiny hatchling. They taught it whom to ferry—and whom to drown.,-0.5719,0.5719
Black,Sorcery,5.0,common,"The faint smell of cloves, the rustling of the wind, and a paralyzing descent into an airless, fathomless tomb.",0.0,0.0
White,Creature,2.0,common,The faithful will walk through streams of fire and emerge unscathed. —Crimson acolyte creed,0.128,0.128
White,Creature,1.0,common,"The falcon is the picture of nobility, maintaining a regal bearing even as it conducts the bloody business of war.",-0.7783,0.7783
White,Creature,2.0,common,The falcon slits the sky to let the light drip through. —Kor saying,0.0,0.0
Black,Creature,6.0,rare,The fall of the evening star never heralds a gentle dawn.,-0.3412,0.3412
Black,Creature,3.0,common,The famed hunting hounds of House Cecani continue to prove the quality of their pedigree.,0.0,0.0
Black,Enchantment,1.0,common,The familiar's fangs deliver the master's bite.,0.0,0.0
Green,Creature,1.0,common,"The farther they go from Vitu-Ghazi, the less willing the crowd is to part for them.",0.0,0.0
White,Creature,3.0,uncommon,The fastest way across the dunes is above.,0.0,0.0
Blue,Instant,2.0,common,The fatal flaw in every plan is the assumption that you know more than your enemy.,-0.8055,0.8055
Green,Sorcery,4.0,uncommon,"The faultless and immaculate castes form the lower tiers of elvish society, with the exquisite caste above them. At the pinnacle is the perfect, a consummate blend of aristocrat and predator.",0.6705,0.6705
Black,Creature,5.0,uncommon,The fear in their victims' eyes is their most cherished reward.,0.4716,0.4716
Red,Creature,8.0,mythic,The fear of dragons is as old and as powerful as the fear of death itself.,-0.8176,0.8176
Blue,Enchantment,7.0,rare,The fear of slipping from the geist's tenuous grip overwhelmed Tolo's joy at his first flight.,0.2023,0.2023
Black,Sorcery,6.0,rare,The feeble resistance of the flesh is over. Phyrexia spreads its shadow over all.,-0.296,0.296
Blue,Sorcery,2.0,common,The feet have no eyes. —Saprazzan saying,-0.296,0.296
Black,Creature,1.0,uncommon,"The feline Eternal felt Liliana's command, looked at her disdainfully, flicked its paw, and scampered away across the rooftops.",0.0,0.0
Black,Creature,2.0,common,"The few surviving humans of Krov would have welcomed the return of winter and its sterilizing cold. They often peered northward, hoping that the snow's edge had reached their infested city-tomb.",0.7783,0.7783
Blue,Creature,4.0,rare,"The fewer your possessions, the fewer your worries.",-0.4215,0.4215
Green,Creature,4.0,common,The fiercest hunters in the Tangle don't seek out the mantises. They are the mantises.,0.0,0.0
Red,Enchantment,1.0,common,"The fifth cartouche is the final affirmation of glory, granted only to the worthy dead.",0.4767,0.4767
Blue,Creature,4.0,uncommon,"The final pages of the experiment log were blank. Investigators found it abandoned on a desk in the researcher's lab, open, the pages flipping in the wind from a shattered window.",-0.7269,0.7269
White,Instant,3.0,common,The finest maneuvers take place in three dimensions.,0.0,0.0
Red,Creature,5.0,rare,The finest soldiers aren't worth a whit without a set of hands to lead them and a set of eyes to guide them.,-0.1695,0.1695
Blue,Instant,1.0,common,"The fire spell stuttered and broke. Its pieces reached Teferi out of rhythm, meaningless.",-0.8225,0.8225
Red,Sorcery,3.0,rare,"The fires of Zendikar are always hungry, and there is much on which they can feed.",0.0,0.0
White,Enchantment,4.0,rare,The first Rath-born pegasus was so offended by the sky that it hid its eyes in the earth. —Vec lore,-0.4618,0.4618
Black,Creature,5.0,uncommon,The first Yawgmoth priest to harness their power was rewarded with several unique mutilations.,0.4939,0.4939
Green,Creature,6.0,common,The first aven scout squad returned from Krosa with disturbing stories. The second returned with disturbing casualties.,-0.765,0.765
Blue,Creature,2.0,common,The first battle of Hefei was Sun Quan's last as a field general. From then on he let his generals command in the field while he directed battle from behind the front lines.,-0.6369,0.6369
Green,Enchantment,1.0,rare,The first explorers found Argoth a storehouse of natural wealth—towering forests grown over rich veins of ore.,0.7269,0.7269
Black,Sorcery,7.0,uncommon,The first explosion that didn't excite goblins.,-0.3724,0.3724
Black,Creature,5.0,common,"The first goblin tried to swim the canal. The second built a raft. The last and craftiest goblin launched herself from a firecannon and soared over the canal, trailing smoke. All were eaten, but only one was cooked.",0.0644,0.0644
